household_id,PUMA,mgra,SPORDER,AGEP,SEX,ESR,COW,WKHP,SCHG,RAC1P,HISP,MIL,SCHL,OCCP,WKW,NAICS2,SOC2
81882,7313,5551,1,84,1,6.0,,,0,9,2,4.0,1.0,,,0,0
81883,7313,5551,1,72,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81884,7313,5551,1,94,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81885,7313,5551,1,16,1,6.0,,,13,1,1,,13.0,,,0,0
81886,7313,5551,1,65,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81887,7313,5551,1,50,2,6.0,1.0,40.0,0,6,1,4.0,19.0,4720.0,6.0,45,41
81888,7313,5551,1,76,1,6.0,,,0,1,1,3.0,19.0,,,0,0
81889,7313,5551,1,29,2,6.0,,,14,1,1,4.0,14.0,,,0,0
81890,7313,5551,1,76,1,6.0,,,0,1,1,3.0,19.0,,,0,0
81891,7313,5551,1,94,2,6.0,,,0,1,1,4.0,19.0,,,0,0
81892,7313,5551,1,94,2,6.0,,,0,1,1,4.0,19.0,,,0,0
81893,7313,5551,1,29,2,6.0,,,14,1,1,4.0,14.0,,,0,0
81894,7313,5551,1,22,1,6.0,1.0,,0,2,1,4.0,16.0,9640.0,,56,53
81895,7313,5551,1,60,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81896,7313,5551,1,29,2,6.0,,,14,1,1,4.0,14.0,,,0,0
81897,7313,5551,1,54,1,6.0,,,0,1,1,4.0,19.0,,,0,0
81898,7313,5551,1,26,1,1.0,1.0,40.0,0,8,2,4.0,14.0,4220.0,1.0,81,37
81899,7313,5551,1,35,2,6.0,,,0,1,1,4.0,16.0,,,0,0
81900,7313,5551,1,23,1,1.0,1.0,40.0,0,9,2,4.0,1.0,4020.0,6.0,722,35
81901,7313,5551,1,22,1,6.0,1.0,,0,2,1,4.0,16.0,9640.0,,56,53
81902,7313,5551,1,88,1,6.0,,,0,1,1,4.0,18.0,,,0,0
81903,7313,5551,1,28,1,6.0,1.0,18.0,0,1,11,4.0,16.0,4220.0,6.0,722,37
81904,7313,5551,1,83,2,6.0,,,0,8,2,4.0,10.0,,,0,0
81905,7313,5551,1,94,1,6.0,,,0,1,2,2.0,12.0,,,0,0
81906,7313,5551,1,22,1,6.0,1.0,,0,2,1,4.0,16.0,9640.0,,56,53
81907,7313,5551,1,58,1,6.0,,,0,9,2,4.0,19.0,,,0,0
81908,7313,5551,1,72,2,6.0,,,0,1,1,4.0,15.0,,,0,0
81909,7313,5551,1,25,1,3.0,3.0,,0,1,1,4.0,16.0,1010.0,,62,15
81910,7313,5551,1,70,2,6.0,5.0,26.0,0,1,1,4.0,16.0,440.0,5.0,92,11
81911,7313,5551,1,30,2,6.0,,,0,1,1,4.0,19.0,,,0,0
81912,7313,5551,1,62,2,6.0,,,0,2,1,4.0,16.0,,,0,0
81913,7313,5551,1,94,2,6.0,,,0,1,1,4.0,19.0,,,0,0
81914,7313,5551,1,50,1,6.0,,,0,1,1,4.0,17.0,,,0,0
81915,7313,5551,1,61,2,6.0,,,0,1,1,4.0,16.0,,,0,0
81916,7313,5551,1,71,2,6.0,,,0,2,1,4.0,1.0,,,0,0
81917,7313,5551,1,62,2,6.0,,,0,2,1,4.0,16.0,,,0,0
81918,7313,5551,1,75,2,6.0,,,0,1,1,4.0,16.0,,,0,0
81919,7313,5551,1,63,2,6.0,,,0,1,2,4.0,19.0,,,0,0
81920,7313,5551,1,26,1,1.0,1.0,40.0,0,8,2,4.0,14.0,4220.0,1.0,81,37
81921,7313,5551,1,94,1,6.0,,,0,1,1,4.0,21.0,,,0,0
81922,7313,5551,1,34,2,6.0,1.0,40.0,0,1,1,4.0,16.0,5120.0,5.0,54,43
81923,7313,5551,1,27,1,6.0,2.0,,0,1,1,4.0,13.0,6115.0,,42,45
81924,7313,5551,1,46,2,6.0,6.0,,0,1,1,4.0,18.0,3630.0,,81,31
81925,7313,5551,1,94,2,6.0,,,0,1,1,4.0,19.0,,,0,0
81926,7313,5551,1,46,2,6.0,6.0,,0,1,1,4.0,18.0,3630.0,,81,31
81927,7313,5551,1,65,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81928,7313,5551,1,71,1,6.0,,,0,1,1,4.0,14.0,,,0,0
81929,7313,5551,1,29,2,6.0,,,0,1,2,4.0,17.0,,,0,0
81930,7313,5551,1,61,1,6.0,2.0,,0,9,1,4.0,21.0,420.0,,62,11
81931,7313,5551,1,63,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81932,7313,5551,1,86,1,6.0,,,0,1,2,4.0,16.0,,,0,0
81933,7313,5551,1,27,1,6.0,2.0,,0,1,1,4.0,13.0,6115.0,,42,45
81934,7313,5551,1,60,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81935,7313,5551,1,72,2,6.0,,,0,6,1,4.0,19.0,,,0,0
81936,7313,5551,1,25,1,3.0,3.0,,0,1,1,4.0,16.0,1010.0,,62,15
81937,7313,5551,1,45,1,6.0,,,0,6,1,4.0,1.0,,,0,0
81938,7313,5551,1,33,2,6.0,,,0,1,1,4.0,16.0,,,0,0
81939,7313,5551,1,70,1,6.0,,,0,1,1,4.0,19.0,,,0,0
81940,7313,5551,1,69,1,6.0,,,0,8,2,4.0,16.0,,,0,0
81941,7313,5551,1,86,1,6.0,,,0,1,2,4.0,16.0,,,0,0
81942,7313,5551,1,94,1,6.0,,,0,1,2,2.0,12.0,,,0,0
81943,7313,5551,1,70,2,6.0,,,0,1,1,4.0,21.0,,,0,0
81944,7313,5551,1,55,1,6.0,,,0,2,1,4.0,16.0,,,0,0
81945,7313,5551,1,72,1,6.0,,,0,1,1,2.0,16.0,,,0,0
81946,7313,5551,1,19,2,6.0,1.0,,0,1,1,4.0,12.0,4720.0,,722,41
81947,7313,5551,1,94,2,6.0,,,0,1,1,4.0,21.0,,,0,0
81948,7313,5551,1,57,1,6.0,,,0,6,1,4.0,21.0,,,0,0
81949,7313,5551,1,60,1,6.0,,,0,2,1,4.0,11.0,,,0,0
81950,7313,5551,1,29,2,6.0,,,0,1,8,4.0,16.0,,,0,0
81951,7313,5551,1,34,1,6.0,5.0,38.0,0,1,1,4.0,16.0,5860.0,1.0,92,43
81952,7313,5551,1,31,2,6.0,1.0,,0,1,16,4.0,19.0,3645.0,,62,31
81953,7313,5551,1,94,1,6.0,,,0,1,2,2.0,12.0,,,0,0
81954,7313,5551,1,54,1,6.0,,,0,1,1,4.0,19.0,,,0,0
81955,7313,5551,1,22,1,6.0,1.0,,0,2,1,4.0,16.0,9640.0,,56,53
81956,7313,5551,1,72,1,6.0,,,0,1,1,2.0,16.0,,,0,0
81957,7313,5551,1,55,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81958,7313,5551,1,29,2,6.0,,,0,1,2,4.0,17.0,,,0,0
81959,7313,5551,1,23,1,1.0,1.0,40.0,0,9,2,4.0,1.0,4020.0,6.0,722,35
81960,7313,5551,1,78,2,6.0,,,0,1,2,4.0,18.0,,,0,0
81961,7313,5551,1,39,2,6.0,,,0,8,2,4.0,19.0,,,0,0
81962,7313,5551,1,79,2,6.0,,,0,1,1,4.0,19.0,,,0,0
81963,7313,5551,1,70,1,6.0,,,0,1,2,4.0,16.0,,,0,0
81964,7313,5551,1,41,2,1.0,1.0,40.0,0,1,1,4.0,20.0,340.0,1.0,721,11
81965,7313,5551,1,21,1,6.0,,,0,1,11,4.0,19.0,,,0,0
81966,7313,5551,1,50,1,6.0,,,0,1,1,4.0,17.0,,,0,0
81967,7313,5551,1,30,2,6.0,,,0,1,1,4.0,19.0,,,0,0
81968,7302,5601,1,69,2,6.0,,,0,1,1,4.0,1.0,,,0,0
81969,7305,5601,1,70,2,6.0,,,0,1,1,4.0,14.0,,,0,0
81970,7313,5601,1,88,2,6.0,,,0,1,1,4.0,11.0,,,0,0
81971,7316,5615,1,31,2,6.0,,,0,2,1,4.0,16.0,,,0,0
81972,7316,5615,1,70,2,6.0,,,0,1,1,4.0,14.0,,,0,0
81973,7316,5615,1,88,2,6.0,,,0,1,1,4.0,11.0,,,0,0
81974,7316,5615,1,29,1,6.0,1.0,,0,9,2,4.0,13.0,4720.0,,722,41
81975,7316,5615,1,30,1,6.0,,,0,1,24,4.0,20.0,,,0,0
81976,7316,5615,1,73,2,6.0,,,0,1,1,4.0,18.0,,,0,0
81977,7316,5615,1,58,1,6.0,,,0,2,1,2.0,21.0,,,0,0
81978,7316,5615,1,55,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81979,7316,5615,1,49,1,6.0,6.0,,0,2,1,4.0,21.0,3910.0,,56,33
81980,7316,5615,1,22,1,1.0,5.0,65.0,0,1,1,2.0,16.0,2360.0,1.0,62,25
81981,7316,5615,1,47,1,6.0,1.0,50.0,0,8,2,4.0,9.0,4500.0,3.0,81,39
81982,7316,5615,1,30,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81983,7316,5615,1,74,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81984,7316,5615,1,56,1,6.0,1.0,,0,1,1,4.0,19.0,4220.0,,62,37
81985,7316,5615,1,60,2,6.0,3.0,40.0,0,1,2,4.0,13.0,4220.0,6.0,71,37
81986,7316,5615,1,75,1,6.0,,,0,1,1,4.0,16.0,,,0,0
81987,7316,5615,1,49,1,6.0,6.0,,0,2,1,4.0,21.0,3910.0,,56,33
81988,7316,5615,1,52,1,6.0,4.0,16.0,0,2,1,4.0,13.0,9620.0,5.0,56,53
81989,7316,5615,1,27,2,3.0,1.0,,0,9,2,4.0,16.0,4720.0,,722,41
81990,7316,5615,1,86,2,6.0,,,0,6,1,4.0,21.0,,,0,0
81991,7316,5615,1,48,2,1.0,1.0,40.0,0,2,1,4.0,19.0,3930.0,1.0,56,33
81992,7316,5615,1,67,1,6.0,1.0,40.0,0,1,1,2.0,20.0,6355.0,1.0,23,47
81993,7316,5615,1,26,1,6.0,,,0,2,1,4.0,13.0,,,0,0
81994,7316,5615,1,36,1,6.0,1.0,30.0,0,8,2,4.0,16.0,9645.0,6.0,44,53
81995,7316,5615,1,94,2,6.0,,,0,1,1,4.0,16.0,,,0,0
81996,7316,5615,1,36,1,6.0,1.0,30.0,0,8,2,4.0,16.0,9645.0,6.0,44,53
81997,7316,5615,1,66,2,6.0,6.0,5.0,0,1,1,4.0,19.0,4350.0,2.0,81,39
81998,7316,5615,1,48,2,1.0,1.0,40.0,0,2,1,4.0,19.0,3930.0,1.0,56,33
81999,7316,5615,1,29,1,6.0,1.0,,0,1,2,4.0,16.0,6460.0,,23,47
82000,7316,5615,1,33,1,6.0,1.0,,0,1,2,2.0,16.0,7200.0,,61,49
82001,7316,5615,1,30,1,6.0,,,0,1,1,4.0,16.0,,,0,0
82002,7316,5615,1,94,2,6.0,,,0,1,1,4.0,16.0,,,0,0
82003,7316,5615,1,35,1,6.0,,,0,9,2,4.0,17.0,,,0,0
82004,7316,5615,1,38,1,6.0,,,0,1,1,4.0,16.0,,,0,0
82005,7316,5615,1,19,1,6.0,1.0,40.0,0,1,24,4.0,16.0,4251.0,4.0,56,37
82006,7316,5615,1,59,1,6.0,,,0,1,1,4.0,14.0,,,0,0
82007,7316,5615,1,17,1,6.0,,,14,6,1,4.0,14.0,,,0,0
82008,7316,5615,1,50,1,6.0,,,0,9,1,4.0,19.0,,,0,0
82009,7316,5615,1,45,2,6.0,,,0,1,1,4.0,21.0,,,0,0
82010,7316,5615,1,84,1,6.0,,,0,2,1,2.0,19.0,,,0,0
82011,7316,5615,1,28,2,6.0,,,0,1,1,4.0,19.0,,,0,0
82012,7316,5615,1,17,1,6.0,,,14,6,1,4.0,14.0,,,0,0
82013,7316,5615,1,90,1,6.0,,,0,1,1,4.0,18.0,,,0,0
82014,7316,5615,1,54,2,6.0,1.0,,0,1,1,4.0,17.0,4720.0,,722,41
82015,7316,5615,1,42,1,6.0,1.0,25.0,0,1,24,4.0,15.0,4760.0,4.0,44,41
82016,7316,5615,1,26,1,6.0,,,0,9,2,4.0,14.0,,,0,0
82017,7316,5615,1,49,1,3.0,1.0,42.0,0,1,1,4.0,18.0,5350.0,5.0,56,43
82018,7316,5615,1,59,1,6.0,,,0,1,1,4.0,14.0,,,0,0
82019,7316,5615,1,33,1,6.0,1.0,,0,1,2,2.0,16.0,7200.0,,61,49
82020,7316,5615,1,29,1,6.0,,,0,2,1,4.0,16.0,,,0,0
82021,7316,5615,1,44,1,6.0,,,0,1,1,4.0,17.0,,,0,0
82022,7316,5615,1,72,1,6.0,,,0,1,1,2.0,16.0,,,0,0
82023,7316,5615,1,59,1,6.0,,,0,1,1,4.0,14.0,,,0,0
82024,7316,5615,1,69,2,6.0,,,0,8,2,4.0,16.0,,,0,0
82025,7316,5615,1,55,1,6.0,,,0,1,1,4.0,16.0,,,0,0
82026,7316,5615,1,38,1,6.0,,,0,1,1,4.0,16.0,,,0,0
82027,7316,5615,1,48,2,1.0,1.0,40.0,0,2,1,4.0,19.0,3930.0,1.0,56,33
82028,7316,5615,1,77,2,6.0,,,0,1,1,4.0,19.0,,,0,0
82029,7316,5615,1,44,2,2.0,1.0,25.0,0,3,7,4.0,9.0,4230.0,4.0,56,37
82030,7316,5615,1,30,1,6.0,,,0,1,24,4.0,20.0,,,0,0
82031,7316,5615,1,48,2,1.0,1.0,40.0,0,2,1,4.0,19.0,3930.0,1.0,56,33
82032,7316,5615,1,26,1,1.0,5.0,65.0,0,6,1,2.0,18.0,4220.0,1.0,56,37
82033,7316,5615,1,74,2,6.0,,,0,9,1,4.0,16.0,,,0,0
82034,7316,5615,1,34,1,6.0,,,0,1,1,4.0,13.0,,,0,0
82035,7316,5615,1,73,1,6.0,,,0,1,1,4.0,24.0,,,0,0
82036,7316,5615,1,28,1,6.0,,,0,8,2,4.0,12.0,,,0,0
82037,7316,5615,1,46,1,6.0,,,0,9,2,4.0,13.0,,,0,0
82038,7316,5615,1,47,1,6.0,1.0,40.0,0,1,1,4.0,22.0,7750.0,3.0,32,51
82039,7316,5615,1,22,1,1.0,5.0,65.0,0,1,1,2.0,16.0,2360.0,1.0,62,25
82040,7316,5615,1,30,1,6.0,,,0,1,1,4.0,16.0,,,0,0
82041,7316,5615,1,20,1,6.0,,,0,8,2,4.0,16.0,,,0,0
82042,7316,5615,1,34,1,6.0,1.0,,0,6,1,4.0,19.0,6355.0,,23,47
82043,7316,5615,1,43,1,6.0,,,0,8,2,4.0,16.0,,,0,0
82044,7316,5615,1,31,1,6.0,1.0,,0,1,1,4.0,19.0,8990.0,,44,51
82045,7316,5615,1,29,1,6.0,1.0,,0,1,2,4.0,16.0,6460.0,,23,47
82046,7316,5615,1,63,2,6.0,1.0,,0,2,1,4.0,22.0,120.0,,54,11
82047,7316,5615,1,47,1,6.0,1.0,40.0,0,1,1,4.0,22.0,7750.0,3.0,32,51
82048,7316,5615,1,30,1,6.0,,,0,1,1,4.0,21.0,,,0,0
82049,7316,5615,1,50,1,6.0,,,0,2,1,4.0,14.0,,,0,0
82050,7316,5615,1,69,2,6.0,,,0,1,1,4.0,20.0,,,0,0
82051,7316,5615,1,80,1,6.0,,,0,2,1,2.0,19.0,,,0,0
82052,7316,5615,1,29,1,6.0,,,0,1,2,4.0,14.0,,,0,0
82053,7316,5615,1,72,1,6.0,,,0,1,1,2.0,19.0,,,0,0
82054,7316,5615,1,27,1,6.0,1.0,,0,1,1,4.0,13.0,4030.0,,44,35
82055,7316,5615,1,25,1,6.0,1.0,,0,8,2,4.0,11.0,6410.0,,23,47
82056,7316,5615,1,29,1,6.0,,,0,1,2,4.0,14.0,,,0,0
82057,7316,5615,1,23,1,6.0,4.0,60.0,0,8,2,4.0,18.0,3740.0,4.0,92,33
82058,7316,5615,1,21,1,6.0,1.0,,0,2,1,4.0,14.0,4950.0,,45,41
82059,7316,5615,1,28,2,6.0,,,0,1,1,4.0,19.0,,,0,0
82060,7316,5615,1,35,1,6.0,,,0,9,2,4.0,17.0,,,0,0
82061,7316,5615,1,33,1,6.0,1.0,,0,1,2,2.0,16.0,7200.0,,61,49
82062,7316,5615,1,80,1,6.0,,,0,2,1,2.0,19.0,,,0,0
82063,7316,5615,1,31,1,6.0,1.0,40.0,0,9,2,4.0,13.0,6330.0,3.0,23,47
82064,7316,5615,1,43,1,6.0,,,0,8,2,4.0,16.0,,,0,0
82065,7316,5615,1,24,1,6.0,1.0,,0,8,2,4.0,12.0,9620.0,,49,53
82066,7316,5615,1,45,2,6.0,,,0,1,1,4.0,21.0,,,0,0
82067,7316,5615,1,30,2,6.0,,,0,6,1,4.0,16.0,,,0,0
82068,7316,5615,1,49,1,6.0,,,0,1,1,4.0,11.0,,,0,0
82069,7316,5615,1,50,1,6.0,,,0,2,1,4.0,21.0,,,0,0
82070,7316,5615,1,48,2,1.0,1.0,40.0,0,2,1,4.0,19.0,3930.0,1.0,56,33
82071,7316,5615,1,65,1,6.0,,,0,1,1,4.0,18.0,,,0,0
82072,7316,5615,1,29,1,6.0,,,0,2,1,4.0,16.0,,,0,0
82073,7316,5615,1,49,1,3.0,1.0,42.0,0,1,1,4.0,18.0,5350.0,5.0,56,43
82074,7316,5615,1,50,1,6.0,,,0,2,1,4.0,17.0,,,0,0
82075,7316,5615,1,65,1,6.0,,,0,1,1,4.0,18.0,,,0,0
82076,7316,5615,1,37,1,6.0,,,0,1,24,4.0,11.0,,,0,0
82077,7316,5615,1,26,1,6.0,1.0,15.0,0,1,1,4.0,18.0,5240.0,6.0,722,43
82078,7316,5615,1,30,1,6.0,,,0,1,1,4.0,16.0,,,0,0
82079,7316,5615,1,40,1,6.0,1.0,,0,8,8,4.0,12.0,7200.0,,81,49
82080,7316,5615,1,52,1,6.0,4.0,16.0,0,2,1,4.0,13.0,9620.0,5.0,56,53
82081,7316,5615,1,53,2,3.0,1.0,,0,1,1,4.0,18.0,4720.0,,45,41
82082,7316,5615,1,29,1,6.0,1.0,25.0,0,1,24,4.0,19.0,4760.0,4.0,44,41
82083,7316,5615,1,45,1,6.0,,,0,1,2,4.0,21.0,,,0,0
82084,7316,5615,1,31,1,6.0,1.0,,0,9,2,4.0,16.0,4760.0,,44,41
82085,7316,5615,1,30,1,6.0,,,0,1,24,4.0,20.0,,,0,0
82086,7316,5615,1,65,1,6.0,,,0,1,1,4.0,21.0,,,0,0
82087,7316,5615,1,50,1,6.0,,,0,2,1,4.0,21.0,,,0,0
82088,7316,5615,1,27,1,6.0,,,0,1,24,4.0,16.0,,,0,0
82089,7316,5615,1,65,1,6.0,,,0,1,1,4.0,18.0,,,0,0
82090,7316,5615,1,63,1,6.0,,,0,2,1,4.0,19.0,,,0,0
82091,7316,5615,1,47,1,6.0,1.0,40.0,0,1,1,4.0,22.0,7750.0,3.0,32,51
82092,7316,5615,1,58,2,1.0,2.0,40.0,0,6,1,4.0,13.0,2300.0,1.0,62,25
82093,7316,5615,1,38,1,6.0,1.0,40.0,0,1,1,4.0,19.0,9645.0,5.0,44,53
82094,7316,5615,1,49,2,6.0,,,0,1,2,4.0,20.0,,,0,0
82095,7316,5615,1,53,1,6.0,,,0,2,1,4.0,17.0,,,0,0
82096,7316,5615,1,23,1,6.0,4.0,60.0,0,8,2,4.0,18.0,3740.0,4.0,92,33
82097,7316,5615,1,65,1,6.0,,,0,1,1,4.0,21.0,,,0,0
82098,7316,5615,1,63,2,6.0,,,0,1,1,4.0,18.0,,,0,0
82099,7316,5615,1,33,1,6.0,1.0,,0,1,2,2.0,16.0,7200.0,,61,49
82100,7316,5615,1,66,1,6.0,,,0,1,1,4.0,1.0,,,0,0
82101,7316,5615,1,27,2,3.0,1.0,,0,9,2,4.0,16.0,4720.0,,722,41
82102,7316,5615,1,19,1,6.0,1.0,40.0,0,1,24,4.0,16.0,4251.0,4.0,56,37
82103,7316,5615,1,74,2,6.0,,,0,9,1,4.0,16.0,,,0,0
82104,7316,5615,1,24,1,6.0,3.0,,0,8,2,4.0,17.0,4710.0,,71,41
82105,7316,5615,1,49,1,3.0,1.0,42.0,0,1,1,4.0,18.0,5350.0,5.0,56,43
82106,7316,5615,1,43,2,6.0,,,0,1,1,4.0,15.0,,,0,0
82107,7316,5615,1,73,1,6.0,,,0,1,1,4.0,24.0,,,0,0
82108,7316,5615,1,59,1,6.0,1.0,54.0,0,8,2,4.0,9.0,8255.0,4.0,32,51
82109,7316,5615,1,38,1,6.0,6.0,,0,1,24,4.0,14.0,6260.0,,23,47
82110,7316,5615,1,64,1,6.0,4.0,40.0,0,1,1,4.0,17.0,4220.0,1.0,92,37
82111,7316,5615,1,78,1,6.0,,,0,8,2,4.0,6.0,,,0,0
82112,7316,5615,1,83,1,6.0,,,0,9,2,4.0,1.0,,,0,0
82113,7316,5615,1,43,2,6.0,,,0,1,1,4.0,15.0,,,0,0
82114,7316,5615,1,45,1,6.0,,,0,1,2,4.0,21.0,,,0,0
82115,7316,5615,1,60,2,6.0,,,0,1,1,4.0,16.0,,,0,0
82116,7316,5615,1,20,1,6.0,,,0,1,24,4.0,13.0,,,0,0
82117,7316,5615,1,26,1,6.0,1.0,15.0,0,1,1,4.0,18.0,5240.0,6.0,722,43
82118,7316,5615,1,49,1,3.0,1.0,42.0,0,1,1,4.0,18.0,5350.0,5.0,56,43
82119,7316,5615,1,90,1,6.0,,,0,1,1,4.0,18.0,,,0,0
82120,7316,5615,1,70,2,6.0,,,0,1,1,4.0,14.0,,,0,0
82121,7316,5615,1,17,1,6.0,,,14,6,1,4.0,14.0,,,0,0
82122,7316,5615,1,43,1,6.0,,,0,8,2,4.0,16.0,,,0,0
82123,7316,5615,1,64,1,6.0,,,0,1,24,4.0,1.0,,,0,0
82124,7316,5615,1,30,1,6.0,,,0,1,24,4.0,20.0,,,0,0
82125,7316,5615,1,43,1,6.0,,,0,8,2,4.0,16.0,,,0,0
82126,7316,5615,1,50,1,6.0,,,0,1,24,4.0,18.0,,,0,0
82127,7316,5615,1,29,1,6.0,1.0,,0,9,2,4.0,13.0,4720.0,,722,41
82128,7316,5615,1,46,1,6.0,,,0,9,2,4.0,15.0,,,0,0
82129,7316,5615,1,80,1,6.0,,,0,2,1,2.0,19.0,,,0,0
82130,7316,5615,1,94,2,6.0,,,0,1,1,4.0,18.0,,,0,0
82131,7316,5615,1,18,1,6.0,,,0,1,1,4.0,18.0,,,0,0
82132,7316,5615,1,58,2,1.0,2.0,40.0,0,6,1,4.0,13.0,2300.0,1.0,62,25
82133,7316,5615,1,30,1,6.0,1.0,,0,1,2,4.0,16.0,6230.0,,23,47
82134,7316,5615,1,94,2,6.0,,,0,1,1,4.0,16.0,,,0,0
82135,7316,5615,1,50,1,6.0,,,0,1,24,4.0,18.0,,,0,0
82136,7316,5615,1,40,1,6.0,,,0,1,1,4.0,14.0,,,0,0
82137,7316,5615,1,49,1,6.0,,,0,7,1,4.0,19.0,,,0,0
82138,7316,5615,1,75,1,6.0,,,0,1,1,4.0,16.0,,,0,0
82139,7316,5615,1,50,1,6.0,,,0,9,1,4.0,19.0,,,0,0
82140,7316,5615,1,49,1,6.0,6.0,,0,2,1,4.0,21.0,3910.0,,56,33
82141,7316,5615,1,25,1,1.0,2.0,40.0,0,8,2,4.0,17.0,2012.0,1.0,62,21
82142,7316,5615,1,28,2,6.0,,,0,1,1,4.0,19.0,,,0,0
82143,7316,5615,1,38,1,6.0,6.0,,0,1,24,4.0,14.0,6260.0,,23,47
82144,7316,5615,1,34,1,1.0,1.0,40.0,0,8,1,4.0,17.0,4700.0,1.0,722,41
82145,7316,5615,1,43,1,6.0,,,0,8,2,4.0,16.0,,,0,0
82146,7316,5615,1,24,1,6.0,3.0,,0,8,2,4.0,17.0,4710.0,,71,41
82147,7316,5615,1,37,1,1.0,1.0,40.0,0,1,1,4.0,18.0,3930.0,5.0,56,33
82148,7316,5615,1,29,1,6.0,1.0,,0,1,2,4.0,16.0,6460.0,,23,47
82149,7316,5615,1,38,1,6.0,1.0,40.0,0,1,1,4.0,19.0,9645.0,5.0,44,53
82150,7316,5615,1,60,2,6.0,,,0,1,1,4.0,16.0,,,0,0
82151,7316,5615,1,33,1,6.0,1.0,,0,1,2,2.0,16.0,7200.0,,61,49
82152,7316,5615,1,56,1,6.0,,,0,1,1,2.0,17.0,,,0,0
82153,7316,5615,1,40,1,6.0,,,0,1,1,4.0,14.0,,,0,0
82154,7316,5615,1,37,1,1.0,1.0,40.0,0,1,1,4.0,18.0,3930.0,5.0,56,33
82155,7316,5615,1,72,1,6.0,,,0,1,1,2.0,16.0,,,0,0
82156,7316,5615,1,33,1,6.0,1.0,,0,1,2,2.0,16.0,7200.0,,61,49
82157,7316,5615,1,70,2,6.0,,,0,1,1,4.0,14.0,,,0,0
82158,7316,5615,1,19,1,6.0,1.0,40.0,0,1,24,4.0,16.0,4251.0,4.0,56,37
82159,7316,5615,1,24,1,6.0,1.0,,0,8,2,4.0,12.0,9620.0,,49,53
82160,7316,5615,1,72,1,6.0,,,0,1,1,2.0,16.0,,,0,0
82161,7316,5615,1,38,1,6.0,,,0,1,1,4.0,16.0,,,0,0
82162,7316,5615,1,20,2,3.0,1.0,,0,1,1,4.0,16.0,4055.0,,722,35
82163,7316,5615,1,19,1,6.0,1.0,40.0,0,1,24,4.0,16.0,4251.0,4.0,56,37
82164,7316,5615,1,26,1,6.0,1.0,15.0,0,1,1,4.0,18.0,5240.0,6.0,722,43
82165,7316,5615,1,34,1,6.0,1.0,,0,6,1,4.0,19.0,6355.0,,23,47
82166,7316,5615,1,64,1,6.0,,,0,1,24,4.0,1.0,,,0,0
82167,7316,5615,1,17,1,6.0,,,14,6,1,4.0,14.0,,,0,0
82168,7316,5615,1,26,1,6.0,1.0,15.0,0,1,1,4.0,18.0,5240.0,6.0,722,43
82169,7316,5615,1,20,2,3.0,1.0,,0,1,1,4.0,16.0,4055.0,,722,35
82170,7316,5615,1,50,1,6.0,,,0,2,1,4.0,17.0,,,0,0
82171,7316,5615,1,34,1,6.0,,,0,1,1,4.0,13.0,,,0,0
82172,7316,5615,1,86,2,6.0,,,0,6,1,4.0,21.0,,,0,0
82173,7316,5615,1,46,1,6.0,,,0,1,2,4.0,17.0,,,0,0
82174,7316,5615,1,33,1,6.0,1.0,,0,1,2,2.0,16.0,7200.0,,61,49
82175,7316,5615,1,86,2,6.0,,,0,6,1,4.0,21.0,,,0,0
82176,7316,5615,1,21,1,6.0,1.0,,0,2,1,4.0,14.0,4950.0,,45,41
82177,7316,5615,1,70,1,6.0,,,0,1,1,4.0,19.0,,,0,0
82178,7316,5615,1,56,1,6.0,8.0,,0,1,24,4.0,17.0,6260.0,,23,47
82179,7316,5615,1,60,2,6.0,,,0,1,1,4.0,16.0,,,0,0
82180,7316,5615,1,29,1,6.0,1.0,30.0,0,1,1,2.0,16.0,6260.0,6.0,23,47
82181,7316,5615,1,48,2,1.0,1.0,40.0,0,2,1,4.0,19.0,3930.0,1.0,56,33
82182,7316,5615,1,65,1,6.0,,,0,1,1,4.0,18.0,,,0,0
82183,7316,5615,1,22,1,1.0,5.0,65.0,0,1,1,2.0,16.0,2360.0,1.0,62,25
82184,7316,5615,1,53,1,6.0,,,0,6,1,4.0,21.0,,,0,0
82185,7316,5615,1,26,1,6.0,1.0,15.0,0,1,1,4.0,18.0,5240.0,6.0,722,43
82186,7316,5615,1,15,2,,,,11,2,8,,12.0,,,0,0
82187,7316,5615,1,85,2,6.0,,,0,1,1,4.0,9.0,,,0,0
82188,7316,5615,1,28,1,6.0,1.0,20.0,0,8,2,4.0,9.0,6260.0,6.0,23,47
82189,7316,5615,1,90,1,6.0,,,0,1,1,4.0,18.0,,,0,0
82190,7316,5615,1,40,1,3.0,9.0,,0,1,1,4.0,19.0,9920.0,,99,99
82191,7316,5615,1,50,1,6.0,1.0,,0,1,24,4.0,15.0,4130.0,,722,35
